Target,Feature,MeanAbsSHAP
res_u0,MorganFP_1206,0.0002986983563896501
res_u0,MorganFP_644,0.0002986218162914156
res_u0,MorganFP_206,0.00029843857046216724
res_u0,MorganFP_1483,0.00029740611190209166
res_u0,MorganFP_154,0.00029619941378956585
res_u0,MorganFP_1682,0.00029537721525628056
res_u0,MorganFP_774,0.00029514300235678094
res_u0,MorganFP_1840,0.0002940396244829171
res_u0,MorganFP_1832,0.0002936012099889922
res_u0,MorganFP_212,0.0002917915522848489
res_u0,MorganFP_86,0.0002910019565370021
res_u0,MorganFP_433,0.0002892539261320053
res_u0,MorganFP_829,0.00028866752280737274
res_u0,MorganFP_1429,0.0002872018420312088
res_u0,MorganFP_1922,0.00028720140441438957
res_u0,MorganFP_251,0.00028695080203033284
res_u0,MorganFP_1249,0.00028693837434548184
res_u0,MorganFP_693,0.0002865355009707855
res_u0,MorganFP_1748,0.00028609295010573985
